,Id,data,element,value
39442,MX000017004,1955-10-24,PRCP,0
39441,MX000017004,1955-10-24,TMIN,120
41154,MX000017004,1955-10-25,TMAX,250
41155,MX000017004,1955-10-25,TMIN,120
41156,MX000017004,1955-10-25,PRCP,0
42868,MX000017004,1955-10-26,TMAX,260
42870,MX000017004,1955-10-26,PRCP,0
42869,MX000017004,1955-10-26,TMIN,110
44584,MX000017004,1955-10-27,PRCP,0
44583,MX000017004,1955-10-27,TMIN,130
44582,MX000017004,1955-10-27,TMAX,260
46296,MX000017004,1955-10-28,TMAX,260
46297,MX000017004,1955-10-28,TMIN,140
46298,MX000017004,1955-10-28,PRCP,0
48012,MX000017004,1955-10-29,PRCP,0
48011,MX000017004,1955-10-29,TMIN,140
48010,MX000017004,1955-10-29,TMAX,260
3446,MX000017004,1955-10-3,TMAX,250
3447,MX000017004,1955-10-3,TMIN,130
3448,MX000017004,1955-10-3,PRCP,278
49724,MX000017004,1955-10-30,TMAX,260
49725,MX000017004,1955-10-30,TMIN,140
49726,MX000017004,1955-10-30,PRCP,0
51438,MX000017004,1955-10-31,TMAX,250
51439,MX000017004,1955-10-31,TMIN,150
51440,MX000017004,1955-10-31,PRCP,0
5162,MX000017004,1955-10-4,PRCP,0
5161,MX000017004,1955-10-4,TMIN,130
5160,MX000017004,1955-10-4,TMAX,270
6875,MX000017004,1955-10-5,TMIN,130
6874,MX000017004,1955-10-5,TMAX,270
6876,MX000017004,1955-10-5,PRCP,0
8590,MX000017004,1955-10-6,PRCP,35
8589,MX000017004,1955-10-6,TMIN,130
8588,MX000017004,1955-10-6,TMAX,270
10302,MX000017004,1955-10-7,TMAX,270
10303,MX000017004,1955-10-7,TMIN,130
10304,MX000017004,1955-10-7,PRCP,0
12018,MX000017004,1955-10-8,PRCP,0
12017,MX000017004,1955-10-8,TMIN,130
12016,MX000017004,1955-10-8,TMAX,270
13731,MX000017004,1955-10-9,TMIN,130
13730,MX000017004,1955-10-9,TMAX,260
13732,MX000017004,1955-10-9,PRCP,0
21,MX000017004,1955-11-1,TMAX,270
22,MX000017004,1955-11-1,TMIN,130
23,MX000017004,1955-11-1,PRCP,0
15447,MX000017004,1955-11-10,TMAX,240
15448,MX000017004,1955-11-10,TMIN,120
15449,MX000017004,1955-11-10,PRCP,0
17163,MX000017004,1955-11-11,PRCP,0
17162,MX000017004,1955-11-11,TMIN,100
17161,MX000017004,1955-11-11,TMAX,240
18875,MX000017004,1955-11-12,TMAX,260
18876,MX000017004,1955-11-12,TMIN,130
18877,MX000017004,1955-11-12,PRCP,0
20590,MX000017004,1955-11-13,TMIN,150
20591,MX000017004,1955-11-13,PRCP,0
20589,MX000017004,1955-11-13,TMAX,270
22303,MX000017004,1955-11-14,TMAX,280
22304,MX000017004,1955-11-14,TMIN,150
22305,MX000017004,1955-11-14,PRCP,0
24018,MX000017004,1955-11-15,TMIN,150
24017,MX000017004,1955-11-15,TMAX,280
24019,MX000017004,1955-11-15,PRCP,0
25733,MX000017004,1955-11-16,PRCP,0
25731,MX000017004,1955-11-16,TMAX,280
25732,MX000017004,1955-11-16,TMIN,150
27445,MX000017004,1955-11-17,TMAX,260
27446,MX000017004,1955-11-17,TMIN,160
27447,MX000017004,1955-11-17,PRCP,0
29161,MX000017004,1955-11-18,PRCP,0
29160,MX000017004,1955-11-18,TMIN,150
29159,MX000017004,1955-11-18,TMAX,250
30875,MX000017004,1955-11-19,PRCP,0
30873,MX000017004,1955-11-19,TMAX,270
30874,MX000017004,1955-11-19,TMIN,140
1735,MX000017004,1955-11-2,TMAX,270
1736,MX000017004,1955-11-2,TMIN,140
1737,MX000017004,1955-11-2,PRCP,0
32587,MX000017004,1955-11-20,TMAX,270
32588,MX000017004,1955-11-20,TMIN,150
32589,MX000017004,1955-11-20,PRCP,18
34301,MX000017004,1955-11-21,TMAX,270
34303,MX000017004,1955-11-21,PRCP,0
34302,MX000017004,1955-11-21,TMIN,130
36016,MX000017004,1955-11-22,TMIN,140
36017,MX000017004,1955-11-22,PRCP,0
36015,MX000017004,1955-11-22,TMAX,280
37729,MX000017004,1955-11-23,TMAX,280
37731,MX000017004,1955-11-23,PRCP,0
37730,MX000017004,1955-11-23,TMIN,130
39445,MX000017004,1955-11-24,PRCP,0
39444,MX000017004,1955-11-24,TMIN,140
39443,MX000017004,1955-11-24,TMAX,280
41157,MX000017004,1955-11-25,TMAX,270
41158,MX000017004,1955-11-25,TMIN,140
41159,MX000017004,1955-11-25,PRCP,0
42873,MX000017004,1955-11-26,PRCP,0
42872,MX000017004,1955-11-26,TMIN,120
42871,MX000017004,1955-11-26,TMAX,260
44586,MX000017004,1955-11-27,TMIN,120
44587,MX000017004,1955-11-27,PRCP,0
44585,MX000017004,1955-11-27,TMAX,260
46300,MX000017004,1955-11-28,TMIN,140
46299,MX000017004,1955-11-28,TMAX,190
46301,MX000017004,1955-11-28,PRCP,57
48015,MX000017004,1955-11-29,PRCP,0
48014,MX000017004,1955-11-29,TMIN,130
48013,MX000017004,1955-11-29,TMAX,190
3451,MX000017004,1955-11-3,PRCP,0
3449,MX000017004,1955-11-3,TMAX,270
3450,MX000017004,1955-11-3,TMIN,130
49728,MX000017004,1955-11-30,TMIN,120
49729,MX000017004,1955-11-30,PRCP,0
49727,MX000017004,1955-11-30,TMAX,220
51441,MX000017004,1955-11-31,TMAX,-9999
51442,MX000017004,1955-11-31,TMIN,-9999
51443,MX000017004,1955-11-31,PRCP,-9999
5163,MX000017004,1955-11-4,TMAX,250
5164,MX000017004,1955-11-4,TMIN,90
5165,MX000017004,1955-11-4,PRCP,0
6878,MX000017004,1955-11-5,TMIN,100
6879,MX000017004,1955-11-5,PRCP,0
6877,MX000017004,1955-11-5,TMAX,250
8593,MX000017004,1955-11-6,PRCP,0
8592,MX000017004,1955-11-6,TMIN,120
8591,MX000017004,1955-11-6,TMAX,260
10305,MX000017004,1955-11-7,TMAX,240
10307,MX000017004,1955-11-7,PRCP,25
10306,MX000017004,1955-11-7,TMIN,130
12020,MX000017004,1955-11-8,TMIN,110
12021,MX000017004,1955-11-8,PRCP,5
12019,MX000017004,1955-11-8,TMAX,240
13733,MX000017004,1955-11-9,TMAX,240
13735,MX000017004,1955-11-9,PRCP,0
13734,MX000017004,1955-11-9,TMIN,130
25,MX000017004,1955-12-1,TMIN,130
24,MX000017004,1955-12-1,TMAX,240
26,MX000017004,1955-12-1,PRCP,0
15452,MX000017004,1955-12-10,PRCP,0
15450,MX000017004,1955-12-10,TMAX,240
15451,MX000017004,1955-12-10,TMIN,110
17166,MX000017004,1955-12-11,PRCP,64
17164,MX000017004,1955-12-11,TMAX,230
17165,MX000017004,1955-12-11,TMIN,110
18878,MX000017004,1955-12-12,TMAX,170
18879,MX000017004,1955-12-12,TMIN,100
18880,MX000017004,1955-12-12,PRCP,0
20592,MX000017004,1955-12-13,TMAX,220
20593,MX000017004,1955-12-13,TMIN,110
20594,MX000017004,1955-12-13,PRCP,0
22306,MX000017004,1955-12-14,TMAX,240
22307,MX000017004,1955-12-14,TMIN,110
22308,MX000017004,1955-12-14,PRCP,0
24022,MX000017004,1955-12-15,PRCP,3
24021,MX000017004,1955-12-15,TMIN,130
24020,MX000017004,1955-12-15,TMAX,230
25736,MX000017004,1955-12-16,PRCP,0
25735,MX000017004,1955-12-16,TMIN,100
25734,MX000017004,1955-12-16,TMAX,240
27448,MX000017004,1955-12-17,TMAX,240
27449,MX000017004,1955-12-17,TMIN,110
27450,MX000017004,1955-12-17,PRCP,0
29164,MX000017004,1955-12-18,PRCP,0
29163,MX000017004,1955-12-18,TMIN,120
29162,MX000017004,1955-12-18,TMAX,260
30876,MX000017004,1955-12-19,TMAX,240
30878,MX000017004,1955-12-19,PRCP,0
30877,MX000017004,1955-12-19,TMIN,140
1740,MX000017004,1955-12-2,PRCP,0
1739,MX000017004,1955-12-2,TMIN,130
1738,MX000017004,1955-12-2,TMAX,250
32590,MX000017004,1955-12-20,TMAX,230
32592,MX000017004,1955-12-20,PRCP,0
32591,MX000017004,1955-12-20,TMIN,100
34306,MX000017004,1955-12-21,PRCP,0
34305,MX000017004,1955-12-21,TMIN,90
34304,MX000017004,1955-12-21,TMAX,230
36020,MX000017004,1955-12-22,PRCP,0
36019,MX000017004,1955-12-22,TMIN,90
36018,MX000017004,1955-12-22,TMAX,240
37732,MX000017004,1955-12-23,TMAX,250
37733,MX000017004,1955-12-23,TMIN,110
37734,MX000017004,1955-12-23,PRCP,0
39447,MX000017004,1955-12-24,TMIN,110
39446,MX000017004,1955-12-24,TMAX,240
39448,MX000017004,1955-12-24,PRCP,0
41162,MX000017004,1955-12-25,PRCP,0
41161,MX000017004,1955-12-25,TMIN,100
41160,MX000017004,1955-12-25,TMAX,240
42874,MX000017004,1955-12-26,TMAX,240
42875,MX000017004,1955-12-26,TMIN,100
42876,MX000017004,1955-12-26,PRCP,0
44588,MX000017004,1955-12-27,TMAX,240
44589,MX000017004,1955-12-27,TMIN,90
44590,MX000017004,1955-12-27,PRCP,0
46304,MX000017004,1955-12-28,PRCP,0
46303,MX000017004,1955-12-28,TMIN,90
46302,MX000017004,1955-12-28,TMAX,230
48016,MX000017004,1955-12-29,TMAX,230
48018,MX000017004,1955-12-29,PRCP,0
48017,MX000017004,1955-12-29,TMIN,90
3454,MX000017004,1955-12-3,PRCP,0
3452,MX000017004,1955-12-3,TMAX,250
3453,MX000017004,1955-12-3,TMIN,140
49730,MX000017004,1955-12-30,TMAX,230
49731,MX000017004,1955-12-30,TMIN,90
49732,MX000017004,1955-12-30,PRCP,0
51445,MX000017004,1955-12-31,TMIN,90
51444,MX000017004,1955-12-31,TMAX,230
51446,MX000017004,1955-12-31,PRCP,0
5166,MX000017004,1955-12-4,TMAX,250
5168,MX000017004,1955-12-4,PRCP,0
5167,MX000017004,1955-12-4,TMIN,140
6882,MX000017004,1955-12-5,PRCP,0
6880,MX000017004,1955-12-5,TMAX,240
6881,MX000017004,1955-12-5,TMIN,140
8596,MX000017004,1955-12-6,PRCP,0
8595,MX000017004,1955-12-6,TMIN,120
8594,MX000017004,1955-12-6,TMAX,250
10308,MX000017004,1955-12-7,TMAX,250
10309,MX000017004,1955-12-7,TMIN,120
10310,MX000017004,1955-12-7,PRCP,0
12022,MX000017004,1955-12-8,TMAX,250
12024,MX000017004,1955-12-8,PRCP,0
12023,MX000017004,1955-12-8,TMIN,120
13738,MX000017004,1955-12-9,PRCP,0
13737,MX000017004,1955-12-9,TMIN,120
13736,MX000017004,1955-12-9,TMAX,240
28,MX000017004,1956-01-1,TMIN,90
29,MX000017004,1956-01-1,PRCP,0
27,MX000017004,1956-01-1,TMAX,240
15454,MX000017004,1956-01-10,TMIN,60
15453,MX000017004,1956-01-10,TMAX,220
15455,MX000017004,1956-01-10,PRCP,0
17169,MX000017004,1956-01-11,PRCP,0
17168,MX000017004,1956-01-11,TMIN,60
17167,MX000017004,1956-01-11,TMAX,210
18883,MX000017004,1956-01-12,PRCP,0
18882,MX000017004,1956-01-12,TMIN,40
18881,MX000017004,1956-01-12,TMAX,210
20595,MX000017004,1956-01-13,TMAX,210
20596,MX000017004,1956-01-13,TMIN,30
20597,MX000017004,1956-01-13,PRCP,0
22310,MX000017004,1956-01-14,TMIN,30
22311,MX000017004,1956-01-14,PRCP,0
22309,MX000017004,1956-01-14,TMAX,210
24025,MX000017004,1956-01-15,PRCP,0
24024,MX000017004,1956-01-15,TMIN,50
24023,MX000017004,1956-01-15,TMAX,220
25738,MX000017004,1956-01-16,TMIN,60
25739,MX000017004,1956-01-16,PRCP,0
25737,MX000017004,1956-01-16,TMAX,220
27451,MX000017004,1956-01-17,TMAX,240
27453,MX000017004,1956-01-17,PRCP,0
27452,MX000017004,1956-01-17,TMIN,70
29167,MX000017004,1956-01-18,PRCP,0
29166,MX000017004,1956-01-18,TMIN,90
29165,MX000017004,1956-01-18,TMAX,240
30881,MX000017004,1956-01-19,PRCP,0
30880,MX000017004,1956-01-19,TMIN,90
30879,MX000017004,1956-01-19,TMAX,250
1741,MX000017004,1956-01-2,TMAX,240
1742,MX000017004,1956-01-2,TMIN,100
1743,MX000017004,1956-01-2,PRCP,0
32593,MX000017004,1956-01-20,TMAX,250
32594,MX000017004,1956-01-20,TMIN,110
32595,MX000017004,1956-01-20,PRCP,0
34309,MX000017004,1956-01-21,PRCP,0
34308,MX000017004,1956-01-21,TMIN,110
34307,MX000017004,1956-01-21,TMAX,240
36021,MX000017004,1956-01-22,TMAX,240
36022,MX000017004,1956-01-22,TMIN,100
36023,MX000017004,1956-01-22,PRCP,0
37735,MX000017004,1956-01-23,TMAX,250
37736,MX000017004,1956-01-23,TMIN,110
37737,MX000017004,1956-01-23,PRCP,0
39449,MX000017004,1956-01-24,TMAX,260
39450,MX000017004,1956-01-24,TMIN,120
39451,MX000017004,1956-01-24,PRCP,0
41163,MX000017004,1956-01-25,TMAX,270
41164,MX000017004,1956-01-25,TMIN,120
41165,MX000017004,1956-01-25,PRCP,0
42877,MX000017004,1956-01-26,TMAX,270
42879,MX000017004,1956-01-26,PRCP,0
42878,MX000017004,1956-01-26,TMIN,130
44591,MX000017004,1956-01-27,TMAX,270
44592,MX000017004,1956-01-27,TMIN,130
44593,MX000017004,1956-01-27,PRCP,0
46305,MX000017004,1956-01-28,TMAX,270
46306,MX000017004,1956-01-28,TMIN,130
46307,MX000017004,1956-01-28,PRCP,0
48021,MX000017004,1956-01-29,PRCP,0
48020,MX000017004,1956-01-29,TMIN,130
48019,MX000017004,1956-01-29,TMAX,280
3455,MX000017004,1956-01-3,TMAX,230
3457,MX000017004,1956-01-3,PRCP,0
3456,MX000017004,1956-01-3,TMIN,100
49733,MX000017004,1956-01-30,TMAX,280
49735,MX000017004,1956-01-30,PRCP,0
49734,MX000017004,1956-01-30,TMIN,130
51447,MX000017004,1956-01-31,TMAX,260
51448,MX000017004,1956-01-31,TMIN,110
51449,MX000017004,1956-01-31,PRCP,0
5171,MX000017004,1956-01-4,PRCP,0
5170,MX000017004,1956-01-4,TMIN,90
5169,MX000017004,1956-01-4,TMAX,230
6883,MX000017004,1956-01-5,TMAX,230
6884,MX000017004,1956-01-5,TMIN,80
6885,MX000017004,1956-01-5,PRCP,0
8597,MX000017004,1956-01-6,TMAX,230
8598,MX000017004,1956-01-6,TMIN,70
8599,MX000017004,1956-01-6,PRCP,0
10311,MX000017004,1956-01-7,TMAX,230
10313,MX000017004,1956-01-7,PRCP,0
10312,MX000017004,1956-01-7,TMIN,70
12025,MX000017004,1956-01-8,TMAX,220
12027,MX000017004,1956-01-8,PRCP,0
12026,MX000017004,1956-01-8,TMIN,70
13739,MX000017004,1956-01-9,TMAX,210
13741,MX000017004,1956-01-9,PRCP,0
13740,MX000017004,1956-01-9,TMIN,60
32,MX000017004,1956-02-1,PRCP,0
31,MX000017004,1956-02-1,TMIN,120
30,MX000017004,1956-02-1,TMAX,260
15457,MX000017004,1956-02-10,TMIN,130
15456,MX000017004,1956-02-10,TMAX,260
15458,MX000017004,1956-02-10,PRCP,0
17171,MX000017004,1956-02-11,TMIN,120
17172,MX000017004,1956-02-11,PRCP,0
17170,MX000017004,1956-02-11,TMAX,270
18886,MX000017004,1956-02-12,PRCP,0
18885,MX000017004,1956-02-12,TMIN,120
18884,MX000017004,1956-02-12,TMAX,270
20600,MX000017004,1956-02-13,PRCP,0
20599,MX000017004,1956-02-13,TMIN,120
20598,MX000017004,1956-02-13,TMAX,270
22312,MX000017004,1956-02-14,TMAX,270
22314,MX000017004,1956-02-14,PRCP,0
22313,MX000017004,1956-02-14,TMIN,120
24026,MX000017004,1956-02-15,TMAX,280
24028,MX000017004,1956-02-15,PRCP,0
24027,MX000017004,1956-02-15,TMIN,120
25742,MX000017004,1956-02-16,PRCP,0
25740,MX000017004,1956-02-16,TMAX,290
25741,MX000017004,1956-02-16,TMIN,130
27456,MX000017004,1956-02-17,PRCP,0
27455,MX000017004,1956-02-17,TMIN,130
27454,MX000017004,1956-02-17,TMAX,290
29169,MX000017004,1956-02-18,TMIN,140
29170,MX000017004,1956-02-18,PRCP,0
29168,MX000017004,1956-02-18,TMAX,300
30884,MX000017004,1956-02-19,PRCP,0
30883,MX000017004,1956-02-19,TMIN,150
30882,MX000017004,1956-02-19,TMAX,300
1746,MX000017004,1956-02-2,PRCP,0
1745,MX000017004,1956-02-2,TMIN,120
1744,MX000017004,1956-02-2,TMAX,250
32598,MX000017004,1956-02-20,PRCP,0
32597,MX000017004,1956-02-20,TMIN,140
32596,MX000017004,1956-02-20,TMAX,300
34312,MX000017004,1956-02-21,PRCP,0
34311,MX000017004,1956-02-21,TMIN,140
34310,MX000017004,1956-02-21,TMAX,280
36026,MX000017004,1956-02-22,PRCP,0
36025,MX000017004,1956-02-22,TMIN,140
36024,MX000017004,1956-02-22,TMAX,280
37739,MX000017004,1956-02-23,TMIN,140
37738,MX000017004,1956-02-23,TMAX,280
37740,MX000017004,1956-02-23,PRCP,0
39452,MX000017004,1956-02-24,TMAX,280
39454,MX000017004,1956-02-24,PRCP,0
39453,MX000017004,1956-02-24,TMIN,140
41166,MX000017004,1956-02-25,TMAX,280
41168,MX000017004,1956-02-25,PRCP,0
41167,MX000017004,1956-02-25,TMIN,140
42882,MX000017004,1956-02-26,PRCP,0
42881,MX000017004,1956-02-26,TMIN,140
42880,MX000017004,1956-02-26,TMAX,290
44594,MX000017004,1956-02-27,TMAX,290
44595,MX000017004,1956-02-27,TMIN,140
44596,MX000017004,1956-02-27,PRCP,0
46309,MX000017004,1956-02-28,TMIN,150
46308,MX000017004,1956-02-28,TMAX,300
46310,MX000017004,1956-02-28,PRCP,0
48022,MX000017004,1956-02-29,TMAX,290
48023,MX000017004,1956-02-29,TMIN,150
48024,MX000017004,1956-02-29,PRCP,0
3460,MX000017004,1956-02-3,PRCP,0
3459,MX000017004,1956-02-3,TMIN,120
3458,MX000017004,1956-02-3,TMAX,240
49736,MX000017004,1956-02-30,TMAX,-9999
49737,MX000017004,1956-02-30,TMIN,-9999
49738,MX000017004,1956-02-30,PRCP,-9999
51450,MX000017004,1956-02-31,TMAX,-9999
51452,MX000017004,1956-02-31,PRCP,-9999
51451,MX000017004,1956-02-31,TMIN,-9999
5174,MX000017004,1956-02-4,PRCP,126
5173,MX000017004,1956-02-4,TMIN,120
5172,MX000017004,1956-02-4,TMAX,230
6886,MX000017004,1956-02-5,TMAX,190
6888,MX000017004,1956-02-5,PRCP,63
6887,MX000017004,1956-02-5,TMIN,110
8601,MX000017004,1956-02-6,TMIN,80
8602,MX000017004,1956-02-6,PRCP,0
8600,MX000017004,1956-02-6,TMAX,230
10316,MX000017004,1956-02-7,PRCP,0
10314,MX000017004,1956-02-7,TMAX,240
10315,MX000017004,1956-02-7,TMIN,110
12030,MX000017004,1956-02-8,PRCP,0
12029,MX000017004,1956-02-8,TMIN,130
12028,MX000017004,1956-02-8,TMAX,260
13742,MX000017004,1956-02-9,TMAX,270
13743,MX000017004,1956-02-9,TMIN,130
13744,MX000017004,1956-02-9,PRCP,0
34,MX000017004,1956-03-1,TMIN,130
33,MX000017004,1956-03-1,TMAX,290
35,MX000017004,1956-03-1,PRCP,0
15461,MX000017004,1956-03-10,PRCP,0
15460,MX000017004,1956-03-10,TMIN,150
15459,MX000017004,1956-03-10,TMAX,300
17173,MX000017004,1956-03-11,TMAX,300
17175,MX000017004,1956-03-11,PRCP,0
17174,MX000017004,1956-03-11,TMIN,150
18888,MX000017004,1956-03-12,TMIN,150
18887,MX000017004,1956-03-12,TMAX,300
18889,MX000017004,1956-03-12,PRCP,0
20601,MX000017004,1956-03-13,TMAX,290
20602,MX000017004,1956-03-13,TMIN,150
20603,MX000017004,1956-03-13,PRCP,0
22315,MX000017004,1956-03-14,TMAX,290
22316,MX000017004,1956-03-14,TMIN,140
22317,MX000017004,1956-03-14,PRCP,0
24031,MX000017004,1956-03-15,PRCP,0
24029,MX000017004,1956-03-15,TMAX,310
24030,MX000017004,1956-03-15,TMIN,140
25743,MX000017004,1956-03-16,TMAX,310
25744,MX000017004,1956-03-16,TMIN,140
25745,MX000017004,1956-03-16,PRCP,0
27459,MX000017004,1956-03-17,PRCP,0
27458,MX000017004,1956-03-17,TMIN,150
27457,MX000017004,1956-03-17,TMAX,280
29172,MX000017004,1956-03-18,TMIN,150
29171,MX000017004,1956-03-18,TMAX,300
29173,MX000017004,1956-03-18,PRCP,0
30885,MX000017004,1956-03-19,TMAX,300
30886,MX000017004,1956-03-19,TMIN,160
30887,MX000017004,1956-03-19,PRCP,7
1747,MX000017004,1956-03-2,TMAX,300
1749,MX000017004,1956-03-2,PRCP,0
1748,MX000017004,1956-03-2,TMIN,140
32601,MX000017004,1956-03-20,PRCP,0
32599,MX000017004,1956-03-20,TMAX,290
32600,MX000017004,1956-03-20,TMIN,140
34313,MX000017004,1956-03-21,TMAX,290
34314,MX000017004,1956-03-21,TMIN,140
34315,MX000017004,1956-03-21,PRCP,0
36028,MX000017004,1956-03-22,TMIN,150
36027,MX000017004,1956-03-22,TMAX,290
36029,MX000017004,1956-03-22,PRCP,0
37742,MX000017004,1956-03-23,TMIN,130
37743,MX000017004,1956-03-23,PRCP,0
37741,MX000017004,1956-03-23,TMAX,280
39455,MX000017004,1956-03-24,TMAX,280
39456,MX000017004,1956-03-24,TMIN,150
39457,MX000017004,1956-03-24,PRCP,0
41169,MX000017004,1956-03-25,TMAX,270
41171,MX000017004,1956-03-25,PRCP,0
41170,MX000017004,1956-03-25,TMIN,120
42885,MX000017004,1956-03-26,PRCP,0
42884,MX000017004,1956-03-26,TMIN,110
42883,MX000017004,1956-03-26,TMAX,270
44599,MX000017004,1956-03-27,PRCP,0
44598,MX000017004,1956-03-27,TMIN,140
44597,MX000017004,1956-03-27,TMAX,290
46313,MX000017004,1956-03-28,PRCP,0
46312,MX000017004,1956-03-28,TMIN,140
46311,MX000017004,1956-03-28,TMAX,310
48027,MX000017004,1956-03-29,PRCP,0
48025,MX000017004,1956-03-29,TMAX,310
48026,MX000017004,1956-03-29,TMIN,160
3461,MX000017004,1956-03-3,TMAX,310
3462,MX000017004,1956-03-3,TMIN,140
3463,MX000017004,1956-03-3,PRCP,0
49741,MX000017004,1956-03-30,PRCP,0
49739,MX000017004,1956-03-30,TMAX,320
49740,MX000017004,1956-03-30,TMIN,160
51455,MX000017004,1956-03-31,PRCP,0
51454,MX000017004,1956-03-31,TMIN,160
51453,MX000017004,1956-03-31,TMAX,320
5175,MX000017004,1956-03-4,TMAX,310
5176,MX000017004,1956-03-4,TMIN,150
5177,MX000017004,1956-03-4,PRCP,0
6889,MX000017004,1956-03-5,TMAX,310
6890,MX000017004,1956-03-5,TMIN,150
6891,MX000017004,1956-03-5,PRCP,0
8603,MX000017004,1956-03-6,TMAX,310
8605,MX000017004,1956-03-6,PRCP,0
8604,MX000017004,1956-03-6,TMIN,150
10318,MX000017004,1956-03-7,TMIN,150
10319,MX000017004,1956-03-7,PRCP,0
10317,MX000017004,1956-03-7,TMAX,310
12033,MX000017004,1956-03-8,PRCP,0
12032,MX000017004,1956-03-8,TMIN,150
12031,MX000017004,1956-03-8,TMAX,290
13746,MX000017004,1956-03-9,TMIN,140
13747,MX000017004,1956-03-9,PRCP,0
13745,MX000017004,1956-03-9,TMAX,300
38,MX000017004,1956-04-1,PRCP,0
37,MX000017004,1956-04-1,TMIN,160
36,MX000017004,1956-04-1,TMAX,320
15464,MX000017004,1956-04-10,PRCP,0
15463,MX000017004,1956-04-10,TMIN,160
15462,MX000017004,1956-04-10,TMAX,310
17177,MX000017004,1956-04-11,TMIN,150
17176,MX000017004,1956-04-11,TMAX,310
17178,MX000017004,1956-04-11,PRCP,0
18892,MX000017004,1956-04-12,PRCP,0
18891,MX000017004,1956-04-12,TMIN,150
18890,MX000017004,1956-04-12,TMAX,320
20605,MX000017004,1956-04-13,TMIN,170
20606,MX000017004,1956-04-13,PRCP,0
20604,MX000017004,1956-04-13,TMAX,320
22320,MX000017004,1956-04-14,PRCP,0
22319,MX000017004,1956-04-14,TMIN,170
22318,MX000017004,1956-04-14,TMAX,320
24034,MX000017004,1956-04-15,PRCP,0
24032,MX000017004,1956-04-15,TMAX,320
24033,MX000017004,1956-04-15,TMIN,170
25747,MX000017004,1956-04-16,TMIN,170
25748,MX000017004,1956-04-16,PRCP,0
25746,MX000017004,1956-04-16,TMAX,330
27460,MX000017004,1956-04-17,TMAX,320
27461,MX000017004,1956-04-17,TMIN,170
27462,MX000017004,1956-04-17,PRCP,0
29174,MX000017004,1956-04-18,TMAX,320
29176,MX000017004,1956-04-18,PRCP,0
29175,MX000017004,1956-04-18,TMIN,170
30889,MX000017004,1956-04-19,TMIN,170
30890,MX000017004,1956-04-19,PRCP,47
30888,MX000017004,1956-04-19,TMAX,320
1752,MX000017004,1956-04-2,PRCP,0
1750,MX000017004,1956-04-2,TMAX,310
1751,MX000017004,1956-04-2,TMIN,160
32602,MX000017004,1956-04-20,TMAX,300
32603,MX000017004,1956-04-20,TMIN,150
32604,MX000017004,1956-04-20,PRCP,32
34317,MX000017004,1956-04-21,TMIN,150
34318,MX000017004,1956-04-21,PRCP,3
34316,MX000017004,1956-04-21,TMAX,290
36031,MX000017004,1956-04-22,TMIN,150
36032,MX000017004,1956-04-22,PRCP,0
36030,MX000017004,1956-04-22,TMAX,280
37745,MX000017004,1956-04-23,TMIN,150
37746,MX000017004,1956-04-23,PRCP,0
37744,MX000017004,1956-04-23,TMAX,280
39459,MX000017004,1956-04-24,TMIN,160
39458,MX000017004,1956-04-24,TMAX,290
39460,MX000017004,1956-04-24,PRCP,0
41172,MX000017004,1956-04-25,TMAX,300
41173,MX000017004,1956-04-25,TMIN,160
41174,MX000017004,1956-04-25,PRCP,32
42888,MX000017004,1956-04-26,PRCP,0
42887,MX000017004,1956-04-26,TMIN,150
42886,MX000017004,1956-04-26,TMAX,300
44600,MX000017004,1956-04-27,TMAX,310
44602,MX000017004,1956-04-27,PRCP,0
44601,MX000017004,1956-04-27,TMIN,170
46315,MX000017004,1956-04-28,TMIN,160
46316,MX000017004,1956-04-28,PRCP,0
46314,MX000017004,1956-04-28,TMAX,310
48029,MX000017004,1956-04-29,TMIN,180
48030,MX000017004,1956-04-29,PRCP,0
48028,MX000017004,1956-04-29,TMAX,310
3464,MX000017004,1956-04-3,TMAX,300
3465,MX000017004,1956-04-3,TMIN,150
3466,MX000017004,1956-04-3,PRCP,0
49742,MX000017004,1956-04-30,TMAX,290
